city,county,state,fips,latitude,longitude,population,redState,unemploymentRate,povertyProp,tempDiff,numDisasters,avgEmissionsPerCapita,UNFCCC,hasCommitments,hasActionsUndertaken,hasEmissionInventory,hasInitiativeParticipations,hasImpact,hasMitigations,hasAdaptations,hasRiskAssessments,hasClimateActionPlans,hasFinanceActions
Park Forest,Cook,IL,17031.0,41.4817,-87.6867,21042.0,False,0.048,0.138,0.017488095238093138,60.0,15.483333333333333,False,True,True,False,False,False,True,True,True,True,False
Emeryville,Alameda,CA,6001.0,37.8382,-122.2932,12840.0,False,0.053,0.094,-0.8213214285714301,284.0,8.716666666666669,False,True,True,True,True,False,True,True,True,True,False
Grand Rapids,Kent,MI,26081.0,42.9619,-85.6562,609023.0,False,0.039,0.099,-0.7531666666666652,37.0,15.283333333333333,False,True,True,False,True,False,True,True,True,False,False
Fremont,Alameda,CA,6001.0,37.5265,-121.9843,228795.0,False,0.053,0.094,-0.8213214285714301,284.0,8.716666666666669,False,True,True,True,True,False,True,True,True,True,False
Fort Worth,Tarrant,TX,48439.0,32.7817,-97.3474,924663.0,True,0.039,0.11599999999999999,-0.08552380952381,255.0,23.05,False,False,True,False,False,False,False,True,False,False,False
Fort Collins,Larimer,CO,8069.0,40.5477,-105.0656,335398.0,False,0.035,0.11199999999999999,-0.07192857142857179,80.0,15.333333333333334,False,True,True,True,True,False,True,True,True,True,False
Flagstaff,Coconino,AZ,4005.0,35.1872,-111.6194,80167.0,False,0.041,0.16899999999999998,-0.5132976190476164,68.0,12.383333333333335,False,True,True,True,True,False,True,True,True,True,False
Fayetteville,Washington,AR,5143.0,36.0714,-94.1661,394650.0,True,0.036,0.124,0.912119047619047,71.0,20.983333333333334,False,True,True,False,True,False,True,True,True,True,False
Evanston,Cook,IL,17031.0,42.0464,-87.6943,77181.0,False,0.048,0.138,0.017488095238093138,60.0,15.483333333333333,False,True,True,True,True,False,True,False,False,False,False
Eugene,Lane,OR,41039.0,44.0564,-123.1174,270990.0,False,0.042,0.14400000000000002,-1.1447023809523849,79.0,9.316666666666666,False,True,True,True,True,True,True,True,True,True,False
Encinitas,San Diego,CA,6073.0,33.0492,-117.261,61942.0,False,0.053,0.107,-0.8213214285714301,284.0,8.716666666666669,False,True,True,True,False,True,True,True,True,True,False
Eau Claire,Eau Claire,WI,55035.0,44.8197,-91.4948,109491.0,False,0.03,0.125,-1.2923571428571456,47.0,16.3,False,True,True,True,True,False,True,True,False,True,False
Cupertino,Santa Clara,CA,6085.0,37.3168,-122.0466,59763.0,False,0.053,0.069,-0.8213214285714301,284.0,8.716666666666669,False,True,True,True,True,False,True,True,True,True,False
Easton,Northampton,PA,42095.0,40.6858,-75.2209,28883.0,False,0.034,0.09699999999999999,-0.3781428571428549,59.0,16.566666666666666,False,True,True,True,True,False,True,True,False,True,False
Durham,Durham,NC,37063.0,35.9792,-78.9022,399616.0,True,0.035,0.134,0.8821071428571443,59.0,11.483333333333334,False,True,True,False,False,False,True,False,False,False,False
Duluth,St. Louis,MN,27137.0,46.7756,-92.1393,118574.0,False,0.027,0.138,-2.001428571428576,60.0,15.733333333333333,False,True,True,False,True,False,True,True,True,True,False
Dubuque,Dubuque,IA,19061.0,42.5002,-90.707,68601.0,True,0.029,0.081,-1.4649642857142844,63.0,23.683333333333337,False,True,True,True,True,False,True,True,True,True,False
Dublin,Alameda,CA,6001.0,37.7161,-121.8963,71068.0,False,0.053,0.094,-0.8213214285714301,284.0,8.716666666666669,False,False,True,False,False,False,True,False,False,False,False
Detroit,Wayne,MI,26163.0,42.3834,-83.1024,3725908.0,False,0.039,0.196,-0.7531666666666652,37.0,15.283333333333333,False,True,True,True,True,True,True,False,False,False,False
Des Moines,Polk,IA,19153.0,41.5725,-93.6105,548926.0,True,0.029,0.10099999999999999,-1.4649642857142844,63.0,23.683333333333337,False,True,True,True,True,False,True,True,True,True,False
Denver,Denver,CO,8031.0,39.762,-104.8758,2687458.0,False,0.035,0.11699999999999999,-0.07192857142857179,80.0,15.333333333333334,False,True,True,True,True,False,True,True,True,True,False
Denton,Denton,TX,48121.0,33.2175,-97.1418,438492.0,True,0.039,0.07400000000000001,-0.08552380952381,255.0,23.05,False,True,True,False,True,False,True,True,True,False,False
Greenbelt,Prince George's,MD,24033.0,38.9953,-76.8885,24646.0,False,0.024,0.115,-0.1876785714285738,32.0,9.183333333333332,False,True,True,False,True,False,True,True,False,True,False
Greensboro,Guilford,NC,37081.0,36.0956,-79.8271,347130.0,True,0.035,0.135,0.8821071428571443,59.0,11.483333333333334,False,True,True,False,False,False,True,False,True,True,True
Gretna,Jefferson,LA,22051.0,29.9101,-90.0515,17640.0,True,0.042,0.175,1.2045357142857114,79.0,40.93333333333333,False,False,True,False,False,False,True,False,False,False,False
Hallandale Beach,Broward,FL,12011.0,25.9854,-80.1423,41102.0,True,0.031,0.128,1.8295714285714304,130.0,10.883333333333333,False,True,True,True,True,False,True,True,True,True,False
Long Beach,Los Angeles,CA,6037.0,33.7977,-118.167,462293.0,False,0.053,0.141,-0.8213214285714301,284.0,8.716666666666669,False,False,True,True,True,False,True,True,True,True,True
Las Vegas,Clark,NV,32003.0,36.2333,-115.2654,2248047.0,False,0.052,0.151,-1.1436547619047666,73.0,13.083333333333334,False,True,True,True,True,False,True,True,True,True,False
Lansing,Ingham,MI,26065.0,42.7142,-84.5601,322561.0,False,0.039,0.158,-0.7531666666666652,37.0,15.283333333333333,False,True,False,False,True,False,False,False,False,False,False
Lakewood,Jefferson,CO,8059.0,39.6977,-105.1172,156149.0,False,0.035,0.073,-0.07192857142857179,80.0,15.333333333333334,False,True,True,True,True,False,True,True,True,True,False
Lake Forest,Lake,IL,17097.0,42.238,-87.8596,19436.0,False,0.048,0.085,0.017488095238093138,60.0,15.483333333333333,False,True,True,False,False,False,True,True,False,True,False
La Crosse,La Crosse,WI,55063.0,43.8241,-91.2268,94627.0,False,0.03,0.121,-1.2923571428571456,47.0,16.3,False,True,True,True,True,False,True,True,True,True,False
Knoxville,Knox,TN,47093.0,35.9692,-83.9496,615829.0,True,0.033,0.121,1.395500000000002,69.0,13.716666666666667,False,True,True,True,True,False,True,True,True,True,False
Key West,Monroe,FL,12087.0,24.5642,-81.7775,26078.0,True,0.031,0.11,1.8295714285714304,130.0,10.883333333333333,False,True,True,False,False,False,True,False,False,False,False
Jersey City,Hudson,NJ,34017.0,40.7184,-74.0686,287899.0,False,0.048,0.159,-0.4110119047619065,50.0,10.799999999999999,False,True,True,True,True,False,True,True,True,True,False
Ithaca,Tompkins,NY,36109.0,42.4442,-76.5032,31359.0,False,0.044,0.162,-0.9301904761904787,95.0,8.316666666666666,False,True,True,True,True,False,True,False,False,False,False
Iowa City,Johnson,IA,19103.0,41.6559,-91.5303,130736.0,True,0.029,0.147,-1.4649642857142844,63.0,23.683333333333337,False,True,True,True,True,False,True,True,True,True,False
Indianapolis,Marion,IN,18097.0,39.7771,-86.1458,1729849.0,True,0.035,0.151,0.5251547619047621,48.0,25.883333333333336,False,True,True,True,True,False,True,True,False,True,False
Houston,Harris,TX,48201.0,29.786,-95.3885,5970127.0,True,0.039,0.16399999999999998,-0.08552380952381,255.0,23.05,False,True,True,True,True,False,True,True,True,True,False
Hollywood,Broward,FL,12011.0,26.0293,-80.1679,152764.0,True,0.031,0.128,1.8295714285714304,130.0,10.883333333333333,False,True,True,False,False,False,True,True,True,True,False
Holland,Ottawa,MI,26139.0,42.7677,-86.0984,105134.0,False,0.039,0.075,-0.7531666666666652,37.0,15.283333333333333,False,False,True,False,False,False,True,False,False,False,False
Hoboken,Hudson,NJ,34017.0,40.7452,-74.0281,58754.0,False,0.048,0.159,-0.4110119047619065,50.0,10.799999999999999,False,True,True,False,True,False,True,True,True,True,False
Highland Park,Lake,IL,17097.0,42.1823,-87.8104,30209.0,False,0.048,0.085,0.017488095238093138,60.0,15.483333333333333,False,False,True,True,True,False,True,True,True,False,False
Henderson,Clark,NV,32003.0,36.0133,-115.0381,318063.0,False,0.052,0.151,-1.1436547619047666,73.0,13.083333333333334,False,False,True,True,False,False,True,True,True,False,False
Hayward,Alameda,CA,6001.0,37.6328,-122.0766,160602.0,False,0.053,0.094,-0.8213214285714301,284.0,8.716666666666669,False,True,True,True,True,False,True,True,True,True,False
Dallas,Dallas,TX,48113.0,32.7935,-96.7667,5830932.0,True,0.039,0.14400000000000002,-0.08552380952381,255.0,23.05,False,True,True,True,True,False,True,True,True,True,False
Culver City,Los Angeles,CA,6037.0,34.0058,-118.3968,40357.0,False,0.053,0.141,-0.8213214285714301,284.0,8.716666666666669,False,True,True,False,False,False,True,True,True,False,False
Los Angeles,Los Angeles,CA,6037.0,34.1141,-118.4068,11922389.0,False,0.053,0.141,-0.8213214285714301,284.0,8.716666666666669,False,True,True,True,True,False,True,True,True,True,True
Alton,Madison,IL,17119.0,38.9037,-90.152,78729.0,False,0.048,0.114,0.017488095238093138,60.0,15.483333333333333,False,False,False,False,True,False,True,False,False,True,False
Baltimore,Baltimore,MD,24510.0,39.3051,-76.6144,2196524.0,False,0.024,0.22899999999999998,-0.1876785714285738,32.0,9.183333333333332,False,True,True,True,True,False,True,True,True,True,False
Austin,Travis,TX,48453.0,30.3005,-97.7522,1905945.0,True,0.039,0.11199999999999999,-0.08552380952381,255.0,23.05,False,True,True,True,True,True,True,True,True,True,False
Aurora,Kane,IL,17089.0,41.7638,-88.2902,181405.0,False,0.048,0.086,0.017488095238093138,60.0,15.483333333333333,False,False,True,False,True,False,True,True,False,True,False
Atlanta,Fulton,GA,13121.0,33.7628,-84.422,5180179.0,False,0.031,0.13699999999999998,,65.0,12.716666666666669,False,True,True,True,True,False,True,True,True,True,True
Aspen,Pitkin,CO,8097.0,39.1951,-106.8369,6952.0,False,0.035,0.067,-0.07192857142857179,80.0,15.333333333333334,False,True,True,True,True,False,True,True,True,True,False
Ashland,Jackson,OR,41029.0,42.1905,-122.6992,21401.0,False,0.042,0.135,-1.1447023809523849,79.0,9.316666666666666,False,False,True,False,False,False,True,True,False,True,False
Asheville,Buncombe,NC,37021.0,35.5707,-82.5537,294013.0,True,0.035,0.11699999999999999,0.8821071428571443,59.0,11.483333333333334,False,True,True,False,False,False,True,True,True,True,True
Ann Arbor,Washtenaw,MI,26161.0,42.2759,-83.731,308983.0,False,0.039,0.124,-0.7531666666666652,37.0,15.283333333333333,False,True,True,True,True,False,True,True,True,True,False
Anchorage,Anchorage,AK,2020.0,61.1508,-149.1091,290674.0,True,0.047,0.095,-3.913523809523813,55.0,47.68333333333334,False,True,True,True,True,False,True,True,False,True,False
Allentown,Lehigh,PA,42077.0,40.5961,-75.4756,627863.0,False,0.034,0.111,-0.3781428571428549,59.0,16.566666666666666,False,False,True,False,False,False,True,True,False,True,False
Columbus,Franklin,OH,39049.0,39.9862,-82.9855,1572546.0,True,0.037,0.14300000000000002,0.5749285714285755,54.0,17.01666666666667,False,True,True,True,True,False,True,True,True,True,False
Albuquerque,Bernalillo,NM,35001.0,35.1054,-106.6465,769986.0,False,0.039,0.152,-0.1509166666666708,83.0,22.53333333333333,False,True,True,False,False,False,True,True,False,True,False
Albany,Albany,NY,36001.0,42.6664,-73.7987,590694.0,False,0.044,0.11900000000000001,-0.9301904761904787,95.0,8.316666666666666,False,True,True,True,True,False,True,True,True,True,False
Alameda,Alameda,CA,6001.0,37.7668,-122.267,77565.0,False,0.053,0.094,-0.8213214285714301,284.0,8.716666666666669,False,True,True,True,True,False,True,True,True,True,False
Honolulu,Honolulu,HI,15003.0,21.3294,-157.846,348547.0,False,0.031,0.1,0.47530952380952307,45.0,13.216666666666667,False,True,True,True,True,False,True,True,True,True,True
Broward County,,FL,,,,,,,,,,,,True,True,True,True,False,True,True,True,True,False
Boulder County,,CO,,,,,,,,,,,,True,True,True,False,False,True,True,True,True,False
Arlington,Arlington,VA,51013.0,38.8786,-77.1011,235845.0,False,0.03,0.079,0.3780833333333362,64.0,12.283333333333333,False,False,True,True,True,False,True,True,True,True,False
Abington Township,,PA,,,,,,,,,,,,False,True,True,False,False,True,True,True,True,False
Beaverton,Washington,OR,41067.0,45.4779,-122.8168,97554.0,False,0.042,0.086,-1.1447023809523849,79.0,9.316666666666666,False,True,True,True,True,False,True,True,False,True,False
Bellingham,Whatcom,WA,53073.0,48.7548,-122.469,129880.0,False,0.047,0.13,-2.111226190476188,136.0,10.266666666666667,False,True,True,True,True,False,True,True,False,True,False
Bend,Deschutes,OR,41017.0,44.0563,-121.3095,111774.0,False,0.042,0.087,-1.1447023809523849,79.0,9.316666666666666,False,True,True,False,False,False,True,False,False,True,False
Berkeley,Alameda,CA,6001.0,37.8722,-122.276,121385.0,False,0.053,0.094,-0.8213214285714301,284.0,8.716666666666669,False,True,True,True,True,False,True,True,True,True,False
Columbia,Richland,SC,45079.0,34.0378,-80.9036,604065.0,True,0.031,0.17,1.4022976190476157,30.0,13.733333333333334,False,True,True,False,True,False,True,False,False,True,True
Columbia,Boone,MO,29019.0,38.9472,-92.3268,142637.0,True,0.033,0.166,0.14886904761904773,69.0,19.35,False,True,True,True,True,False,True,True,True,True,False
Cleveland,Cuyahoga,OH,39035.0,41.4764,-81.6805,1680247.0,True,0.037,0.162,0.5749285714285755,54.0,17.01666666666667,False,True,True,True,True,False,True,True,True,True,True
Cincinnati,Hamilton,OH,39061.0,39.1413,-84.506,1692702.0,True,0.037,0.157,0.5749285714285755,54.0,17.01666666666667,False,True,True,False,True,False,True,True,True,True,False
Chula Vista,San Diego,CA,6073.0,32.6281,-117.0144,276103.0,False,0.053,0.107,-0.8213214285714301,284.0,8.716666666666669,False,True,True,False,True,False,True,True,True,True,False
Chicago,Cook,IL,17031.0,41.8375,-87.6866,8497759.0,False,0.048,0.138,0.017488095238093138,60.0,15.483333333333333,False,True,True,True,True,False,True,True,True,True,True
Charlottesville,Charlottesville,VA,51540.0,38.0375,-78.4855,103760.0,False,0.03,0.21600000000000003,0.3780833333333362,64.0,12.283333333333333,False,True,True,True,True,False,True,True,True,True,False
Charlotte,Mecklenburg,NC,37119.0,35.2083,-80.8303,1427444.0,True,0.035,0.102,0.8821071428571443,59.0,11.483333333333334,False,True,True,True,True,False,True,True,True,True,False
Carmel,Hamilton,IN,18057.0,39.965,-86.146,99453.0,True,0.035,0.038,0.5251547619047621,48.0,25.883333333333336,False,False,True,True,True,True,True,False,False,False,False
Cambridge,Middlesex,MA,25017.0,42.3759,-71.1185,117962.0,False,0.029,0.077,-0.6152499999999996,47.0,8.799999999999999,False,True,True,True,True,False,True,True,True,True,False
Burlington,Chittenden,VT,50007.0,44.4876,-73.2316,123307.0,False,0.023,0.1,-0.890785714285709,45.0,9.133333333333335,False,False,True,True,True,True,True,False,False,True,False
Buffalo,Erie,NY,36029.0,42.9018,-78.8487,944589.0,False,0.044,0.13699999999999998,-0.9301904761904787,95.0,8.316666666666666,False,False,True,False,False,False,True,True,False,True,False
Boynton Beach,Palm Beach,FL,12099.0,26.5281,-80.0811,80068.0,True,0.031,0.11599999999999999,1.8295714285714304,130.0,10.883333333333333,False,True,True,True,True,False,True,True,True,True,False
Boulder,Boulder,CO,8013.0,40.0248,-105.2524,118090.0,False,0.035,0.107,-0.07192857142857179,80.0,15.333333333333334,False,True,True,True,True,False,True,True,True,True,False
Boston,Suffolk,MA,25025.0,42.3188,-71.0852,4328315.0,False,0.029,0.185,-0.6152499999999996,47.0,8.799999999999999,False,True,True,True,True,False,True,True,True,True,False
Boise,Ada,ID,16001.0,43.6005,-116.2308,449776.0,True,0.033,0.087,-1.2147976190476228,44.0,10.866666666666667,False,True,True,False,True,False,True,True,False,True,False
Bloomington,Monroe,IN,18105.0,39.1637,-86.5257,108387.0,True,0.035,0.21100000000000002,0.5251547619047621,48.0,25.883333333333336,False,True,True,True,True,False,True,True,True,True,True
Birmingham,Jefferson,AL,1073.0,33.5279,-86.7971,782111.0,True,0.03,0.16899999999999998,1.6794404761904822,82.0,21.900000000000002,False,False,True,False,True,False,True,True,False,False,False
Bethlehem,Northampton,PA,42095.0,40.6266,-75.3679,76555.0,False,0.034,0.09699999999999999,-0.3781428571428549,59.0,16.566666666666666,False,False,True,True,True,False,False,True,True,True,False
Longmont,Boulder,CO,8013.0,40.1686,-105.1005,101642.0,False,0.035,0.107,-0.07192857142857179,80.0,15.333333333333334,False,True,True,True,False,False,True,True,True,True,False
Davis,Yolo,CA,6113.0,38.5553,-121.737,77874.0,False,0.053,0.14800000000000002,-0.8213214285714301,284.0,8.716666666666669,False,True,False,False,True,False,True,False,False,True,False
Louisville,Jefferson,KY,21111.0,38.1663,-85.6485,963812.0,True,0.044,0.145,1.1291190476190494,74.0,25.833333333333332,False,True,True,True,True,False,True,True,True,True,False
Urbana,Champaign,IL,17019.0,40.1107,-88.1973,38741.0,False,0.048,0.15,0.017488095238093138,60.0,15.483333333333333,False,True,False,False,True,False,False,False,False,False,False
Ferndale,Oakland,MI,26125.0,42.4592,-83.1313,19264.0,False,0.039,0.078,-0.7531666666666652,37.0,15.283333333333333,False,True,True,False,True,False,True,False,False,False,False
District of Columbia,,DC,,,,,,,,,,,,True,True,True,True,False,True,True,True,True,False
Dane County,,WI,,,,,,,,,,,,True,True,False,True,False,True,True,True,True,False
Cuyahoga County,,OH,,,,,,,,,,,,True,True,True,True,False,True,True,True,True,False
Winston-Salem,Forsyth,NC,37067.0,36.1029,-80.261,427706.0,True,0.035,0.14300000000000002,0.8821071428571443,59.0,11.483333333333334,False,False,True,True,False,False,True,True,True,True,False
Winona,Winona,MN,27169.0,44.0505,-91.6684,26083.0,False,0.027,0.12300000000000001,-2.001428571428576,60.0,15.733333333333333,False,True,True,False,True,False,True,True,False,True,False
Wilmington,New Hanover,NC,37129.0,34.2099,-77.8866,268625.0,True,0.035,0.11900000000000001,0.8821071428571443,59.0,11.483333333333334,False,True,True,False,False,False,True,True,False,False,False
West Palm Beach,Palm Beach,FL,12099.0,26.7469,-80.132,117588.0,True,0.031,0.11599999999999999,1.8295714285714304,130.0,10.883333333333333,False,True,True,True,True,False,True,True,True,True,False
West Hollywood,Los Angeles,CA,6037.0,34.0883,-118.3719,35358.0,False,0.053,0.141,-0.8213214285714301,284.0,8.716666666666669,False,True,True,True,True,True,True,True,False,True,False
Tumwater,Thurston,WA,53067.0,46.9891,-122.9175,25617.0,False,0.047,0.099,-2.111226190476188,136.0,10.266666666666667,False,True,True,True,True,False,True,True,False,True,False
Savannah,Chatham,GA,13051.0,32.0286,-81.1821,316050.0,False,0.031,0.155,,65.0,12.716666666666669,False,False,True,True,True,False,False,True,True,False,False
Tempe,Maricopa,AZ,4013.0,33.3881,-111.9319,181005.0,False,0.041,0.113,-0.5132976190476164,68.0,12.383333333333335,False,True,True,True,True,False,True,True,True,True,False
Tampa,Hillsborough,FL,12057.0,27.9945,-82.4447,2861173.0,True,0.031,0.14300000000000002,1.8295714285714304,130.0,10.883333333333333,False,True,True,True,True,False,False,False,False,False,True
Takoma Park,Montgomery,MD,24031.0,38.981,-77.0028,17542.0,False,0.024,0.085,-0.1876785714285738,32.0,9.183333333333332,False,True,True,True,True,False,True,True,True,True,False
Tacoma,Pierce,WA,53053.0,47.2431,-122.4531,219234.0,False,0.047,0.08199999999999999,-2.111226190476188,136.0,10.266666666666667,False,True,True,False,True,False,True,True,True,True,True
